lambda_angstroms A            Z   ion_stage lower_energy_Ev   lower_statweight  forbidden  lower_level               upper_level               upper_statweight  upper_energy_Ev   upper_has_permitted
          7313.1 7.424700E+06   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(1De)4p_2Po[1/2]                2.00           33.1608                   1
          7296.8 1.868600E+06   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(1De)4p_2Po[3/2]                4.00           33.1646                   1
          6856.9 1.988700E+05   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)6p_2So[1/2]                2.00           33.2736                   1
          6505.8 7.708400E+04   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)6p_2Do                    10.00           33.3712                   1
          6371.4 3.164600E+05   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)6p_2Po                     6.00           33.4114                   1
          5815.6 9.085400E+05   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)6f_2Do                    10.00           33.5973                   1
          5334.6 1.046000E+05   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)7p_2So                     2.00           33.7895                   1
          5203.9 7.363700E+03   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)7p_2Do                    10.00           33.8478                   1
          5161.8 4.914900E+02   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)7p_2Po                     6.00           33.8672                   1
          4887.0 5.576100E+05   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)7f_2Do                    10.00           34.0023                   1
          4660.8 6.470100E+04   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)8p_2So                     2.00           34.1254                   1
          4600.3 2.206100E+04   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)8p_2Do                    10.00           34.1603                   1
          4579.6 1.891000E+02   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)8p_2Po                     6.00           34.1725                   1
          4487.7 1.505900E+08   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(1De)4f_2Do[3/2]                4.00           34.2279                   1
          4448.4 3.511000E+07   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(1De)4f_2Po[3/2]                4.00           34.2523                   1
          4448.4 6.389200E+07   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(1De)4f_2Po[1/2]                2.00           34.2523                   1
          4428.3 3.164900E+05   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)8f_2Do                    10.00           34.2650                   1
          4300.2 4.340600E+04   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)9p_2So                     2.00           34.3484                   1
          4266.6 6.379300E+02   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)9p_2Do                    10.00           34.3710                   1
          4254.4 3.543400E+04   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)9p_2Po                     6.00           34.3794                   1
          4160.8 2.352800E+05   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)9f_2Do                    10.00           34.4450                   1
          4079.8 3.051300E+04   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)10p_2So                    2.00           34.5041                   1
          4059.5 6.135900E+02   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)10p_2Do                   10.00           34.5193                   1
          4051.6 3.054700E+04   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)10p_2Po                    6.00           34.5252                   1
          3988.6 1.705900E+05   8         2             31.47            2.0000          0 2s2_2p2(1De)3d_2Pe[1/2]   2s2_2p2(3Pe)10f_2Do                   10.00           34.5735                   1
         52685.5 6.344100E+01   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)4f_2Do[5/2]                6.00           31.7015                   1
         50909.6 2.583200E+01   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)4f_4Go[5/2]                6.00           31.7097                   1
         49483.4 1.006800E+01   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)4f_2Do[3/2]                4.00           31.7167                   1
         49465.2 3.777100E+01   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)4f_4Do[5/2]                6.00           31.7168                   1
         47158.7 2.983500E+01   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)4f_4Do[3/2]                4.00           31.7291                   1
         43554.5 7.545500E+00   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)4f_4Fo[5/2]                6.00           31.7508                   1
         42844.5 2.051000E+01   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)4f_2Fo[5/2]                6.00           31.7555                   1
         14501.7 1.149000E+06   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)5p_2So[1/2]                2.00           32.3210                   1
         12644.6 1.842000E+04   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)5p_2Do[3/2]                4.00           32.4465                   1
         12376.6 1.178600E+05   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)5p_2Do[5/2]                6.00           32.4677                   1
         11769.2 6.862900E+05   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)5p_2Po[1/2]                2.00           32.5194                   1
         11657.7 1.765400E+06   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)5p_2Po[3/2]                4.00           32.5295                   1
          8349.2 2.446500E+04   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)5f_4Do[3/2]                4.00           32.9508                   1
          8218.1 8.705400E+05   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)5f_2Do[3/2]                4.00           32.9745                   1
          8213.9 6.708900E+05   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)5f_4Fo[5/2]                6.00           32.9753                   1
          8194.5 1.226600E+04   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)5f_2Do[5/2]                6.00           32.9788                   1
          7790.9 2.999500E+05   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(1De)4p_2Do[3/2]                4.00           33.0572                   1
          7781.1 1.806500E+06   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(1De)4p_2Do[5/2]                6.00           33.0592                   1
          7314.4 3.710300E+06   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(1De)4p_2Po[1/2]                2.00           33.1608                   1
          7298.1 9.338300E+06   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(1De)4p_2Po[3/2]                4.00           33.1646                   1
          6858.0 3.975300E+05   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)6p_2So[1/2]                2.00           33.2736                   1
          6506.8 1.541200E+05   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)6p_2Do                    10.00           33.3712                   1
          6372.4 6.327300E+05   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)6p_2Po                     6.00           33.4114                   1
          5816.4 1.816600E+06   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)6f_2Do                    10.00           33.5973                   1
          5335.3 2.091400E+05   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)7p_2So                     2.00           33.7895                   1
          5204.5 1.472400E+04   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)7p_2Do                    10.00           33.8478                   1
          5162.4 9.827300E+02   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)7p_2Po                     6.00           33.8672                   1
          4887.6 1.114900E+06   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)7f_2Do                    10.00           34.0023                   1
          4661.3 1.293700E+05   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)8p_2So                     2.00           34.1254                   1
          4600.8 4.411200E+04   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)8p_2Do                    10.00           34.1603                   1
          4580.1 3.781200E+02   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)8p_2Po                     6.00           34.1725                   1
          4525.8 2.656800E+03   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(1De)4f_2Fo[5/2]                6.00           34.2050                   1
          4488.2 2.739600E+08   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(1De)4f_2Do[3/2]                4.00           34.2279                   1
          4488.2 1.153600E+08   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(1De)4f_2Do[5/2]                6.00           34.2279                   1
          4448.9 1.759300E+07   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(1De)4f_2Po[3/2]                4.00           34.2523                   1
          4448.9 3.193600E+07   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(1De)4f_2Po[1/2]                2.00           34.2523                   1
          4428.7 6.328500E+05   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)8f_2Do                    10.00           34.2650                   1
          4300.6 8.679500E+04   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)9p_2So                     2.00           34.3484                   1
          4267.1 1.275600E+03   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)9p_2Do                    10.00           34.3710                   1
          4254.9 7.085400E+04   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)9p_2Po                     6.00           34.3794                   1
          4161.2 4.704700E+05   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)9f_2Do                    10.00           34.4450                   1
          4080.2 6.101400E+04   8         2             31.47            4.0000          0 2s2_2p2(1De)3d_2Pe[3/2]   2s2_2p2(3Pe)10p_2So                    2.00           34.5041                   1
